row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,currency,ein,family,field_path,metric,money_type,object_id,org_id,org_name,period_end,period_start,selected,side,source_file
R-FAS-2023-ASSETS-8123,28887502,https://projects.propublica.org/nonprofits/full_text/202431369349308123/IRS990,2026-09-14,"28,887,502",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalAssetsEOYAmt[1],ASSETS,organization_assets,202431369349308123,FAS,Federation of American Scientists,2023-06-30,2022-07-01,yes,comparator,sources/return-202431369349308123.html
R-FAS-2023-PROGRAM-8123,15957423,https://projects.propublica.org/nonprofits/full_text/202431369349308123/IRS990,2026-09-14,"15,957,423",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalProgramServiceExpensesAmt[1],PROGRAM,organization_program,202431369349308123,FAS,Federation of American Scientists,2023-06-30,2022-07-01,yes,comparator,sources/return-202431369349308123.html
R-FAS-2023-EXPENSE-8123,18307032,https://projects.propublica.org/nonprofits/full_text/202431369349308123/IRS990,2026-09-14,"18,307,032",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalExpensesAmt[1],EXPENSE,organization_expense,202431369349308123,FAS,Federation of American Scientists,2023-06-30,2022-07-01,yes,comparator,sources/return-202431369349308123.html
R-FAS-2023-CONTRIB-8123,11271212,https://projects.propublica.org/nonprofits/full_text/202431369349308123/IRS990,2026-09-14,"11,271,212",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYContributionsGrantsAmt[1],CONTRIB,organization_contrib,202431369349308123,FAS,Federation of American Scientists,2023-06-30,2022-07-01,yes,comparator,sources/return-202431369349308123.html
R-FAS-2023-INVEST-8123,177857,https://projects.propublica.org/nonprofits/full_text/202431369349308123/IRS990,2026-09-14,"177,857",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYInvestmentIncomeAmt[1],INVEST,organization_invest,202431369349308123,FAS,Federation of American Scientists,2023-06-30,2022-07-01,yes,comparator,sources/return-202431369349308123.html
R-FAS-2022-REV-1686,28862818,https://projects.propublica.org/nonprofits/full_text/202311289349301686/IRS990,2026-09-14,"28,862,818",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalRevenueAmt[1],REV,organization_rev,202311289349301686,FAS,Federation of American Scientists,2022-06-30,2021-07-01,yes,comparator,sources/return-202311289349301686.html
R-FAS-2022-ASSETS-1686,35241179,https://projects.propublica.org/nonprofits/full_text/202311289349301686/IRS990,2026-09-14,"35,241,179",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalAssetsEOYAmt[1],ASSETS,organization_assets,202311289349301686,FAS,Federation of American Scientists,2022-06-30,2021-07-01,yes,comparator,sources/return-202311289349301686.html
R-FAS-2022-PROGRAM-1686,7689902,https://projects.propublica.org/nonprofits/full_text/202311289349301686/IRS990,2026-09-14,"7,689,902",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalProgramServiceExpensesAmt[1],PROGRAM,organization_program,202311289349301686,FAS,Federation of American Scientists,2022-06-30,2021-07-01,yes,comparator,sources/return-202311289349301686.html
R-FAS-2022-EXPENSE-1686,8407200,https://projects.propublica.org/nonprofits/full_text/202311289349301686/IRS990,2026-09-14,"8,407,200",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalExpensesAmt[1],EXPENSE,organization_expense,202311289349301686,FAS,Federation of American Scientists,2022-06-30,2021-07-01,yes,comparator,sources/return-202311289349301686.html
R-FAS-2022-CONTRIB-1686,28835955,https://projects.propublica.org/nonprofits/full_text/202311289349301686/IRS990,2026-09-14,"28,835,955",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYContributionsGrantsAmt[1],CONTRIB,organization_contrib,202311289349301686,FAS,Federation of American Scientists,2022-06-30,2021-07-01,yes,comparator,sources/return-202311289349301686.html
R-FAS-2022-INVEST-1686,10119,https://projects.propublica.org/nonprofits/full_text/202311289349301686/IRS990,2026-09-14,"10,119",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYInvestmentIncomeAmt[1],INVEST,organization_invest,202311289349301686,FAS,Federation of American Scientists,2022-06-30,2021-07-01,yes,comparator,sources/return-202311289349301686.html
R-FAS-2021-REV-1237,3626877,https://projects.propublica.org/nonprofits/full_text/202220689349301237/IRS990,2026-09-14,"3,626,877",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalRevenueAmt[1],REV,organization_rev,202220689349301237,FAS,Federation of American Scientists,2021-06-30,2020-07-01,yes,comparator,sources/return-202220689349301237.html
R-FAS-2021-ASSETS-1237,8204575,https://projects.propublica.org/nonprofits/full_text/202220689349301237/IRS990,2026-09-14,"8,204,575",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalAssetsEOYAmt[1],ASSETS,organization_assets,202220689349301237,FAS,Federation of American Scientists,2021-06-30,2020-07-01,yes,comparator,sources/return-202220689349301237.html
R-FAS-2021-PROGRAM-1237,4660786,https://projects.propublica.org/nonprofits/full_text/202220689349301237/IRS990,2026-09-14,"4,660,786",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalProgramServiceExpensesAmt[1],PROGRAM,organization_program,202220689349301237,FAS,Federation of American Scientists,2021-06-30,2020-07-01,yes,comparator,sources/return-202220689349301237.html
R-FAS-2021-EXPENSE-1237,4910525,https://projects.propublica.org/nonprofits/full_text/202220689349301237/IRS990,2026-09-14,"4,910,525",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalExpensesAmt[1],EXPENSE,organization_expense,202220689349301237,FAS,Federation of American Scientists,2021-06-30,2020-07-01,yes,comparator,sources/return-202220689349301237.html
R-FAS-2021-CONTRIB-1237,3405342,https://projects.propublica.org/nonprofits/full_text/202220689349301237/IRS990,2026-09-14,"3,405,342",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYContributionsGrantsAmt[1],CONTRIB,organization_contrib,202220689349301237,FAS,Federation of American Scientists,2021-06-30,2020-07-01,yes,comparator,sources/return-202220689349301237.html
R-FAS-2021-INVEST-1237,2620,https://projects.propublica.org/nonprofits/full_text/202220689349301237/IRS990,2026-09-14,"2,620",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYInvestmentIncomeAmt[1],INVEST,organization_invest,202220689349301237,FAS,Federation of American Scientists,2021-06-30,2020-07-01,yes,comparator,sources/return-202220689349301237.html
R-FAS-2021-REV-1433,3626877,https://projects.propublica.org/nonprofits/full_text/202230419349301433/IRS990,2026-09-14,"3,626,877",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalRevenueAmt[1],REV,organization_rev,202230419349301433,FAS,Federation of American Scientists,2021-06-30,2020-07-01,superseded,comparator,sources/return-202230419349301433.html
R-FAS-2021-ASSETS-1433,8204575,https://projects.propublica.org/nonprofits/full_text/202230419349301433/IRS990,2026-09-14,"8,204,575",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalAssetsEOYAmt[1],ASSETS,organization_assets,202230419349301433,FAS,Federation of American Scientists,2021-06-30,2020-07-01,superseded,comparator,sources/return-202230419349301433.html
R-FAS-2021-PROGRAM-1433,4660786,https://projects.propublica.org/nonprofits/full_text/202230419349301433/IRS990,2026-09-14,"4,660,786",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalProgramServiceExpensesAmt[1],PROGRAM,organization_program,202230419349301433,FAS,Federation of American Scientists,2021-06-30,2020-07-01,superseded,comparator,sources/return-202230419349301433.html
R-FAS-2021-EXPENSE-1433,4910525,https://projects.propublica.org/nonprofits/full_text/202230419349301433/IRS990,2026-09-14,"4,910,525",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalExpensesAmt[1],EXPENSE,organization_expense,202230419349301433,FAS,Federation of American Scientists,2021-06-30,2020-07-01,superseded,comparator,sources/return-202230419349301433.html
R-FAS-2021-CONTRIB-1433,3405342,https://projects.propublica.org/nonprofits/full_text/202230419349301433/IRS990,2026-09-14,"3,405,342",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYContributionsGrantsAmt[1],CONTRIB,organization_contrib,202230419349301433,FAS,Federation of American Scientists,2021-06-30,2020-07-01,superseded,comparator,sources/return-202230419349301433.html
R-FAS-2021-INVEST-1433,2620,https://projects.propublica.org/nonprofits/full_text/202230419349301433/IRS990,2026-09-14,"2,620",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYInvestmentIncomeAmt[1],INVEST,organization_invest,202230419349301433,FAS,Federation of American Scientists,2021-06-30,2020-07-01,superseded,comparator,sources/return-202230419349301433.html
R-FAS-2020-REV-2667,6756159,https://projects.propublica.org/nonprofits/full_text/202121329349302667/IRS990,2026-09-14,"6,756,159",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalRevenueAmt[1],REV,organization_rev,202121329349302667,FAS,Federation of American Scientists,2020-06-30,2019-07-01,yes,comparator,sources/return-202121329349302667.html
R-FAS-2020-ASSETS-2667,9565658,https://projects.propublica.org/nonprofits/full_text/202121329349302667/IRS990,2026-09-14,"9,565,658",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalAssetsEOYAmt[1],ASSETS,organization_assets,202121329349302667,FAS,Federation of American Scientists,2020-06-30,2019-07-01,yes,comparator,sources/return-202121329349302667.html
R-FAS-2020-PROGRAM-2667,2445087,https://projects.propublica.org/nonprofits/full_text/202121329349302667/IRS990,2026-09-14,"2,445,087",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalProgramServiceExpensesAmt[1],PROGRAM,organization_program,202121329349302667,FAS,Federation of American Scientists,2020-06-30,2019-07-01,yes,comparator,sources/return-202121329349302667.html
R-FAS-2020-EXPENSE-2667,2874949,https://projects.propublica.org/nonprofits/full_text/202121329349302667/IRS990,2026-09-14,"2,874,949",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalExpensesAmt[1],EXPENSE,organization_expense,202121329349302667,FAS,Federation of American Scientists,2020-06-30,2019-07-01,yes,comparator,sources/return-202121329349302667.html
R-FAS-2020-CONTRIB-2667,5993596,https://projects.propublica.org/nonprofits/full_text/202121329349302667/IRS990,2026-09-14,"5,993,596",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYContributionsGrantsAmt[1],CONTRIB,organization_contrib,202121329349302667,FAS,Federation of American Scientists,2020-06-30,2019-07-01,yes,comparator,sources/return-202121329349302667.html
R-FAS-2020-INVEST-2667,729720,https://projects.propublica.org/nonprofits/full_text/202121329349302667/IRS990,2026-09-14,"729,720",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYInvestmentIncomeAmt[1],INVEST,organization_invest,202121329349302667,FAS,Federation of American Scientists,2020-06-30,2019-07-01,yes,comparator,sources/return-202121329349302667.html
R-FAS-2020-NETSALES-2667,620151,https://projects.propublica.org/nonprofits/full_text/202121329349302667/IRS990,2026-09-14,"620,151",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/NetGainOrLossInvestmentsGrp[1]/TotalRevenueColumnAmt[1],NETSALES,organization_netsales,202121329349302667,FAS,Federation of American Scientists,2020-06-30,2019-07-01,yes,comparator,sources/return-202121329349302667.html
R-FAS-2019-REV-1636,2190213,https://projects.propublica.org/nonprofits/full_text/202011899349301636/IRS990,2026-09-14,"2,190,213",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalRevenueAmt[1],REV,organization_rev,202011899349301636,FAS,Federation of American Scientists,2019-06-30,2018-07-01,yes,comparator,sources/return-202011899349301636.html
R-FAS-2019-ASSETS-1636,6083790,https://projects.propublica.org/nonprofits/full_text/202011899349301636/IRS990,2026-09-14,"6,083,790",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalAssetsEOYAmt[1],ASSETS,organization_assets,202011899349301636,FAS,Federation of American Scientists,2019-06-30,2018-07-01,yes,comparator,sources/return-202011899349301636.html
R-FAS-2019-PROGRAM-1636,1247155,https://projects.propublica.org/nonprofits/full_text/202011899349301636/IRS990,2026-09-14,"1,247,155",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalProgramServiceExpensesAmt[1],PROGRAM,organization_program,202011899349301636,FAS,Federation of American Scientists,2019-06-30,2018-07-01,yes,comparator,sources/return-202011899349301636.html
R-FAS-2019-EXPENSE-1636,1638629,https://projects.propublica.org/nonprofits/full_text/202011899349301636/IRS990,2026-09-14,"1,638,629",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalExpensesAmt[1],EXPENSE,organization_expense,202011899349301636,FAS,Federation of American Scientists,2019-06-30,2018-07-01,yes,comparator,sources/return-202011899349301636.html
R-FAS-2019-CONTRIB-1636,1855531,https://projects.propublica.org/nonprofits/full_text/202011899349301636/IRS990,2026-09-14,"1,855,531",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYContributionsGrantsAmt[1],CONTRIB,organization_contrib,202011899349301636,FAS,Federation of American Scientists,2019-06-30,2018-07-01,yes,comparator,sources/return-202011899349301636.html
R-FAS-2019-INVEST-1636,293836,https://projects.propublica.org/nonprofits/full_text/202011899349301636/IRS990,2026-09-14,"293,836",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYInvestmentIncomeAmt[1],INVEST,organization_invest,202011899349301636,FAS,Federation of American Scientists,2019-06-30,2018-07-01,yes,comparator,sources/return-202011899349301636.html
R-FAS-2019-NETSALES-1636,171400,https://projects.propublica.org/nonprofits/full_text/202011899349301636/IRS990,2026-09-14,"171,400",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,237185827,FAS,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/NetGainOrLossInvestmentsGrp[1]/TotalRevenueColumnAmt[1],NETSALES,organization_netsales,202011899349301636,FAS,Federation of American Scientists,2019-06-30,2018-07-01,yes,comparator,sources/return-202011899349301636.html
R-NETCHOICE-2024-REV-0534,22621094,https://projects.propublica.org/nonprofits/full_text/202543119349300534/IRS990,2026-09-14,"22,621,094",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalRevenueAmt[1],REV,organization_rev,202543119349300534,NETCHOICE,NetChoice,2024-12-31,2024-01-01,yes,industry,sources/return-202543119349300534.html
R-NETCHOICE-2024-ASSETS-0534,13679206,https://projects.propublica.org/nonprofits/full_text/202543119349300534/IRS990,2026-09-14,"13,679,206",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalAssetsEOYAmt[1],ASSETS,organization_assets,202543119349300534,NETCHOICE,NetChoice,2024-12-31,2024-01-01,yes,industry,sources/return-202543119349300534.html
R-NETCHOICE-2024-EXPENSE-0534,21488246,https://projects.propublica.org/nonprofits/full_text/202543119349300534/IRS990,2026-09-14,"21,488,246",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalExpensesAmt[1],EXPENSE,organization_expense,202543119349300534,NETCHOICE,NetChoice,2024-12-31,2024-01-01,yes,industry,sources/return-202543119349300534.html
R-NETCHOICE-2024-CONTRIB-0534,22162837,https://projects.propublica.org/nonprofits/full_text/202543119349300534/IRS990,2026-09-14,"22,162,837",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYContributionsGrantsAmt[1],CONTRIB,organization_contrib,202543119349300534,NETCHOICE,NetChoice,2024-12-31,2024-01-01,yes,industry,sources/return-202543119349300534.html
R-NETCHOICE-2024-INVEST-0534,158093,https://projects.propublica.org/nonprofits/full_text/202543119349300534/IRS990,2026-09-14,"158,093",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYInvestmentIncomeAmt[1],INVEST,organization_invest,202543119349300534,NETCHOICE,NetChoice,2024-12-31,2024-01-01,yes,industry,sources/return-202543119349300534.html
R-NETCHOICE-2023-REV-0104,15278276,https://projects.propublica.org/nonprofits/full_text/202442499349300104/IRS990,2026-09-14,"15,278,276",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalRevenueAmt[1],REV,organization_rev,202442499349300104,NETCHOICE,NetChoice,2023-12-31,2023-01-01,yes,industry,sources/return-202442499349300104.html
R-NETCHOICE-2023-ASSETS-0104,16018510,https://projects.propublica.org/nonprofits/full_text/202442499349300104/IRS990,2026-09-14,"16,018,510",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalAssetsEOYAmt[1],ASSETS,organization_assets,202442499349300104,NETCHOICE,NetChoice,2023-12-31,2023-01-01,yes,industry,sources/return-202442499349300104.html
R-NETCHOICE-2023-EXPENSE-0104,13186073,https://projects.propublica.org/nonprofits/full_text/202442499349300104/IRS990,2026-09-14,"13,186,073",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalExpensesAmt[1],EXPENSE,organization_expense,202442499349300104,NETCHOICE,NetChoice,2023-12-31,2023-01-01,yes,industry,sources/return-202442499349300104.html
R-NETCHOICE-2023-CONTRIB-0104,15278114,https://projects.propublica.org/nonprofits/full_text/202442499349300104/IRS990,2026-09-14,"15,278,114",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYContributionsGrantsAmt[1],CONTRIB,organization_contrib,202442499349300104,NETCHOICE,NetChoice,2023-12-31,2023-01-01,yes,industry,sources/return-202442499349300104.html
R-NETCHOICE-2023-INVEST-0104,162,https://projects.propublica.org/nonprofits/full_text/202442499349300104/IRS990,2026-09-14,162,Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYInvestmentIncomeAmt[1],INVEST,organization_invest,202442499349300104,NETCHOICE,NetChoice,2023-12-31,2023-01-01,yes,industry,sources/return-202442499349300104.html
R-NETCHOICE-2022-REV-0919,34105685,https://projects.propublica.org/nonprofits/full_text/202343009349300919/IRS990,2026-09-14,"34,105,685",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalRevenueAmt[1],REV,organization_rev,202343009349300919,NETCHOICE,NetChoice,2022-12-31,2022-01-01,yes,industry,sources/return-202343009349300919.html
R-NETCHOICE-2022-ASSETS-0919,11384084,https://projects.propublica.org/nonprofits/full_text/202343009349300919/IRS990,2026-09-14,"11,384,084",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalAssetsEOYAmt[1],ASSETS,organization_assets,202343009349300919,NETCHOICE,NetChoice,2022-12-31,2022-01-01,yes,industry,sources/return-202343009349300919.html
R-NETCHOICE-2022-EXPENSE-0919,31603810,https://projects.propublica.org/nonprofits/full_text/202343009349300919/IRS990,2026-09-14,"31,603,810",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalExpensesAmt[1],EXPENSE,organization_expense,202343009349300919,NETCHOICE,NetChoice,2022-12-31,2022-01-01,yes,industry,sources/return-202343009349300919.html
R-NETCHOICE-2022-CONTRIB-0919,34105601,https://projects.propublica.org/nonprofits/full_text/202343009349300919/IRS990,2026-09-14,"34,105,601",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYContributionsGrantsAmt[1],CONTRIB,organization_contrib,202343009349300919,NETCHOICE,NetChoice,2022-12-31,2022-01-01,yes,industry,sources/return-202343009349300919.html
R-NETCHOICE-2022-INVEST-0919,84,https://projects.propublica.org/nonprofits/full_text/202343009349300919/IRS990,2026-09-14,84,Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYInvestmentIncomeAmt[1],INVEST,organization_invest,202343009349300919,NETCHOICE,NetChoice,2022-12-31,2022-01-01,yes,industry,sources/return-202343009349300919.html
R-NETCHOICE-2021-REV-0805,14622263,https://projects.propublica.org/nonprofits/full_text/202202769349300805/IRS990,2026-09-14,"14,622,263",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalRevenueAmt[1],REV,organization_rev,202202769349300805,NETCHOICE,NetChoice,2021-12-31,2021-01-01,yes,industry,sources/return-202202769349300805.html
R-NETCHOICE-2021-ASSETS-0805,12050582,https://projects.propublica.org/nonprofits/full_text/202202769349300805/IRS990,2026-09-14,"12,050,582",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/TotalAssetsEOYAmt[1],ASSETS,organization_assets,202202769349300805,NETCHOICE,NetChoice,2021-12-31,2021-01-01,yes,industry,sources/return-202202769349300805.html
R-NETCHOICE-2021-EXPENSE-0805,12749904,https://projects.propublica.org/nonprofits/full_text/202202769349300805/IRS990,2026-09-14,"12,749,904",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYTotalExpensesAmt[1],EXPENSE,organization_expense,202202769349300805,NETCHOICE,NetChoice,2021-12-31,2021-01-01,yes,industry,sources/return-202202769349300805.html
R-NETCHOICE-2021-CONTRIB-0805,14622138,https://projects.propublica.org/nonprofits/full_text/202202769349300805/IRS990,2026-09-14,"14,622,138",Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYContributionsGrantsAmt[1],CONTRIB,organization_contrib,202202769349300805,NETCHOICE,NetChoice,2021-12-31,2021-01-01,yes,industry,sources/return-202202769349300805.html
R-NETCHOICE-2021-INVEST-0805,125,https://projects.propublica.org/nonprofits/full_text/202202769349300805/IRS990,2026-09-14,125,Exact filed field; fiscal period dates taken from return header. Organization-wide amount; no AI allocation.,USD,271716101,NETCHOICE,/AppData/SubmissionHeaderAndDocument/SubmissionDocument/IRS990[1]/CYInvestmentIncomeAmt[1],INVEST,organization_invest,202202769349300805,NETCHOICE,NetChoice,2021-12-31,2021-01-01,yes,industry,sources/return-202202769349300805.html
